Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,списание средств,972.23,наличный,Гродно,Приорбанк-XBOV-330,2022-07-06,22:46:26,успешно,нет,0.0
юр. лицо,получение средств,4430.44,безналичный,Гродно,Беларусбанк-NRPQ-675,2021-10-11,13:56:15,успешно,нет,0.0
физ. лицо,получение средств,3590.0,наличный,Витебск,Приорбанк-HLVB-893,2021-06-07,05:00:58,успешно,нет,0.0
юр. лицо,списание средств,208.16,наличный,Брест,БелАгропромбанк-MIPM-349,2022-08-04,03:23:34,недостаточно средств,нет,0.0
юр. лицо,списание средств,4352.88,наличный,Гомель,Приорбанк-CKLB-064,2017-05-02,21:44:40,недостаточно средств,да,181.06
юр. лицо,списание средств,4314.08,безналичный,Гродно,БелАгропромбанк-UETM-432,2020-02-07,02:26:35,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1188.69,наличный,Могилев,Приорбанк-EPZZ-832,2019-05-05,14:06:51,недостаточно средств,нет,0.0
юр. лицо,получение средств,3410.55,наличный,Брест,Беларусбанк-ZZNZ-220,2021-07-05,04:33:39,успешно,нет,0.0
юр. лицо,списание средств,773.45,безналичный,Гродно,МаксБанк-ZKAN-675,2021-07-11,05:17:44,неправильный ввод пин-кода,да,36.99
физ. лицо,списание средств,1357.39,безналичный,Могилев,Приорбанк-HNTM-942,2022-03-06,05:43:25,недостаточно средств,нет,0.0
физ. лицо,списание средств,2287.61,безналичный,Витебск,Беларусбанк-GTOZ-477,2022-01-11,06:07:12,неправильный ввод пин-кода,да,154.84
юр. лицо,получение средств,4775.52,наличный,Могилев,БелАгропромбанк-JWHD-970,2020-03-05,11:26:39,успешно,нет,0.0
юр. лицо,списание средств,2977.21,безналичный,Могилев,МаксБанк-RXKE-219,2017-12-06,13:52:45,недостаточно средств,да,292.09
физ. лицо,списание средств,221.96,наличный,Брест,БелАгропромбанк-VNVG-121,2021-06-04,13:55:06,успешно,да,21.57
физ. лицо,списание средств,4032.84,наличный,Гомель,Приорбанк-KQTX-275,2023-03-09,06:55:17,недостаточно средств,да,254.15
юр. лицо,списание средств,4462.95,наличный,Минск,Приорбанк-HFVC-536,2023-07-02,14:34:08,неправильный ввод пин-кода,да,284.22
юр. лицо,списание средств,3976.63,наличный,Витебск,Приорбанк-DGQQ-417,2016-10-05,10:02:11,недостаточно средств,нет,0.0
юр. лицо,списание средств,440.06,безналичный,Гомель,МаксБанк-TDJQ-187,2018-04-08,23:28:58,недостаточно средств,да,33.93
физ. лицо,списание средств,2648.26,наличный,Гродно,БелАгропромбанк-PUBJ-895,2014-11-09,10:51:47,недостаточно средств,да,79.18
физ. лицо,списание средств,535.37,безналичный,Брест,Приорбанк-VELW-272,2022-10-12,19:39:48,успешно,нет,0.0
физ. лицо,получение средств,1777.06,безналичный,Витебск,Беларусбанк-YQBC-077,2017-02-12,00:24:10,успешно,нет,0.0
физ. лицо,получение средств,1927.36,безналичный,Гомель,Беларусбанк-MMUY-619,2022-03-06,11:58:05,успешно,нет,0.0
физ. лицо,получение средств,913.61,безналичный,Витебск,Белинвестбанк-QRPE-853,2014-06-11,20:52:14,успешно,нет,0.0
физ. лицо,получение средств,2113.28,наличный,Гомель,МаксБанк-HJUQ-958,2016-12-05,09:11:25,успешно,нет,0.0
физ. лицо,получение средств,4544.66,безналичный,Витебск,МаксБанк-YZPK-059,2023-01-05,08:09:36,успешно,нет,0.0
юр. лицо,получение средств,577.24,наличный,Брест,Белинвестбанк-WHAA-357,2022-02-07,11:55:54,успешно,нет,0.0
юр. лицо,получение средств,3407.02,безналичный,Гомель,Белинвестбанк-EING-089,2021-02-07,14:05:03,успешно,нет,0.0
юр. лицо,получение средств,1268.2,наличный,Минск,Приорбанк-SNQC-375,2020-05-12,10:00:03,успешно,нет,0.0
юр. лицо,получение средств,1569.04,наличный,Могилев,Приорбанк-EBLR-134,2019-11-10,11:10:53,успешно,нет,0.0
юр. лицо,получение средств,1648.77,безналичный,Витебск,МаксБанк-GFXJ-615,2021-06-07,20:28:30,успешно,нет,0.0
физ. лицо,списание средств,3819.07,безналичный,Витебск,БелАгропромбанк-NEVX-938,2020-03-12,14:05:24,недостаточно средств,да,292.0
юр. лицо,списание средств,3262.91,наличный,Брест,Приорбанк-GEMC-557,2020-01-07,11:22:26,недостаточно средств,да,324.68
физ. лицо,получение средств,2367.27,безналичный,Гродно,Беларусбанк-SJNO-585,2024-10-04,18:02:00,успешно,нет,0.0
юр. лицо,получение средств,3049.66,безналичный,Гомель,Белинвестбанк-BUPF-477,2018-02-01,00:20:22,успешно,нет,0.0
юр. лицо,получение средств,1654.97,безналичный,Витебск,Приорбанк-TVPX-659,2017-06-07,11:53:50,успешно,нет,0.0
юр. лицо,списание средств,879.6,наличный,Витебск,МаксБанк-JTEX-160,2020-01-12,11:48:39,успешно,да,80.1
юр. лицо,списание средств,4686.69,наличный,Гомель,Белинвестбанк-IQMU-423,2017-05-02,11:57:29,недостаточно средств,да,372.98
юр. лицо,получение средств,12.17,безналичный,Минск,МаксБанк-BTDU-351,2024-03-01,13:17:02,успешно,нет,0.0
физ. лицо,списание средств,1361.77,безналичный,Витебск,МаксБанк-OIBS-592,2015-08-06,18:14:49,недостаточно средств,нет,0.0
физ. лицо,списание средств,375.37,безналичный,Могилев,Белинвестбанк-DSUB-441,2022-12-07,16:48:36,успешно,да,10.19
юр. лицо,списание средств,4931.1,наличный,Минск,БелАгропромбанк-LZIZ-110,2017-03-04,22:25:31,успешно,нет,0.0
физ. лицо,получение средств,1774.13,наличный,Гродно,БелАгропромбанк-XKWS-239,2016-06-12,01:29:14,успешно,нет,0.0
юр. лицо,списание средств,4745.81,наличный,Могилев,Беларусбанк-WAXV-717,2019-06-02,03:06:03,успешно,нет,0.0
физ. лицо,списание средств,160.28,наличный,Брест,Приорбанк-BLSX-018,2018-04-04,10:23:52,недостаточно средств,нет,0.0
физ. лицо,получение средств,3816.29,наличный,Гомель,Белинвестбанк-BUNX-103,2020-02-05,08:14:08,успешно,нет,0.0
физ. лицо,списание средств,66.85,наличный,Гродно,Приорбанк-BEPG-195,2022-01-08,15:02:10,неправильный ввод пин-кода,да,0.82
юр. лицо,списание средств,4037.06,безналичный,Витебск,БелАгропромбанк-BDWW-757,2021-11-11,13:20:52,неправильный ввод пин-кода,да,322.59
физ. лицо,получение средств,2944.93,наличный,Брест,Белинвестбанк-MBEZ-690,2020-05-11,02:35:54,успешно,нет,0.0
юр. лицо,получение средств,771.11,наличный,Могилев,БелАгропромбанк-ZEOK-266,2024-12-09,00:08:16,успешно,нет,0.0
физ. лицо,списание средств,344.51,наличный,Минск,Приорбанк-DWPX-251,2020-08-04,01:21:17,недостаточно средств,нет,0.0
физ. лицо,списание средств,4785.62,безналичный,Витебск,БелАгропромбанк-KOTE-202,2024-10-03,07:15:16,успешно,нет,0.0
физ. лицо,получение средств,2545.47,безналичный,Минск,Белинвестбанк-IXXR-234,2022-07-07,05:43:46,успешно,нет,0.0
юр. лицо,списание средств,2557.97,безналичный,Могилев,МаксБанк-OSLB-348,2022-12-01,15:46:02,недостаточно средств,да,119.27
юр. лицо,получение средств,3669.06,наличный,Гомель,Беларусбанк-FXTF-638,2015-04-05,03:03:54,успешно,нет,0.0
физ. лицо,списание средств,2370.94,наличный,Витебск,Белинвестбанк-PXVJ-994,2022-02-05,02:03:15,недостаточно средств,нет,0.0
физ. лицо,получение средств,3611.58,безналичный,Могилев,МаксБанк-TVPA-920,2020-05-03,02:24:10,успешно,нет,0.0
физ. лицо,списание средств,2650.0,наличный,Гродно,МаксБанк-XNTA-753,2015-02-12,04:27:25,недостаточно средств,нет,0.0
физ. лицо,списание средств,2071.74,безналичный,Брест,МаксБанк-LAEO-203,2018-04-08,00:14:02,успешно,нет,0.0
физ. лицо,списание средств,4632.05,безналичный,Гродно,Беларусбанк-GSYT-637,2020-09-01,22:27:31,недостаточно средств,да,289.81
физ. лицо,списание средств,2717.51,безналичный,Гродно,МаксБанк-DITL-539,2015-02-02,14:22:34,неправильный ввод пин-кода,да,46.05
физ. лицо,получение средств,376.33,наличный,Минск,Приорбанк-NUXU-574,2023-01-10,20:57:06,успешно,нет,0.0
физ. лицо,получение средств,677.17,наличный,Брест,Беларусбанк-GOUB-842,2021-04-11,19:11:35,успешно,нет,0.0
юр. лицо,списание средств,4088.97,безналичный,Витебск,Беларусбанк-OBNI-056,2020-11-06,18:41:03,успешно,нет,0.0
юр. лицо,получение средств,1813.06,наличный,Гомель,Беларусбанк-LEGB-757,2017-03-03,01:12:26,успешно,нет,0.0
физ. лицо,получение средств,706.17,наличный,Гомель,Беларусбанк-RMBF-510,2017-03-01,20:18:43,успешно,нет,0.0
физ. лицо,получение средств,3286.86,наличный,Брест,Беларусбанк-WJJO-846,2020-07-03,01:18:22,успешно,нет,0.0
юр. лицо,списание средств,2360.25,безналичный,Минск,Белинвестбанк-EIAD-290,2015-09-10,09:37:41,успешно,да,157.19
юр. лицо,получение средств,1701.03,наличный,Минск,Белинвестбанк-ZDEF-696,2019-12-10,07:42:34,успешно,нет,0.0
юр. лицо,списание средств,4837.86,безналичный,Минск,Белинвестбанк-MBYH-658,2018-07-12,18:22:46,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,1041.16,наличный,Гомель,МаксБанк-SWKX-689,2017-11-09,21:05:23,успешно,нет,0.0
юр. лицо,списание средств,1934.1,наличный,Брест,Белинвестбанк-FYUR-783,2021-10-07,06:20:37,недостаточно средств,нет,0.0
физ. лицо,получение средств,3466.32,наличный,Могилев,БелАгропромбанк-KTOX-017,2015-04-08,08:55:43,успешно,нет,0.0
юр. лицо,получение средств,9.15,безналичный,Брест,Беларусбанк-CEZZ-692,2024-06-08,14:19:16,успешно,нет,0.0
юр. лицо,получение средств,2477.67,безналичный,Могилев,Белинвестбанк-FPQC-633,2023-04-06,03:13:35,успешно,нет,0.0
юр. лицо,получение средств,1807.33,наличный,Витебск,МаксБанк-DXQA-224,2014-09-02,23:28:07,успешно,нет,0.0
юр. лицо,списание средств,1735.64,наличный,Могилев,Приорбанк-GZNS-539,2020-11-01,13:03:36,успешно,нет,0.0
физ. лицо,списание средств,109.54,безналичный,Витебск,Приорбанк-SYHB-780,2016-04-11,17:16:01,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1694.48,наличный,Могилев,Беларусбанк-PXHZ-880,2015-10-03,03:03:44,недостаточно средств,да,102.29
физ. лицо,получение средств,3677.39,безналичный,Гродно,БелАгропромбанк-YOMK-012,2016-04-03,01:16:40,успешно,нет,0.0
юр. лицо,списание средств,4614.29,наличный,Гродно,Беларусбанк-OUVS-532,2020-04-10,05:38:40,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,4045.86,наличный,Брест,МаксБанк-FBAJ-784,2015-09-12,13:53:04,успешно,нет,0.0
физ. лицо,получение средств,3323.55,безналичный,Витебск,Беларусбанк-WMHS-386,2015-09-09,07:32:53,успешно,нет,0.0
юр. лицо,списание средств,2676.97,наличный,Гомель,Белинвестбанк-CENY-283,2016-06-06,12:32:47,недостаточно средств,да,219.7
физ. лицо,списание средств,662.68,наличный,Могилев,Белинвестбанк-VACM-664,2016-02-01,06:09:26,недостаточно средств,нет,0.0
физ. лицо,списание средств,1525.26,наличный,Витебск,МаксБанк-MOLT-670,2020-02-07,10:38:44,успешно,нет,0.0
физ. лицо,списание средств,2360.85,безналичный,Минск,Беларусбанк-YTFX-335,2019-03-10,00:23:35,недостаточно средств,да,53.82
физ. лицо,списание средств,3092.21,наличный,Могилев,Беларусбанк-BPGW-898,2014-08-06,21:34:18,успешно,да,87.6
физ. лицо,получение средств,3563.14,наличный,Брест,Приорбанк-AEKJ-959,2015-06-03,14:07:53,успешно,нет,0.0
физ. лицо,получение средств,49.76,наличный,Гродно,МаксБанк-DRSR-989,2022-09-05,04:54:18,успешно,нет,0.0
физ. лицо,списание средств,146.39,наличный,Минск,БелАгропромбанк-VKGC-740,2020-04-03,17:21:29,успешно,нет,0.0
физ. лицо,списание средств,1245.89,наличный,Гомель,Приорбанк-SVSO-466,2019-02-03,22:14:30,недостаточно средств,нет,0.0
юр. лицо,получение средств,3930.27,безналичный,Гомель,Белинвестбанк-OBSZ-286,2015-10-08,14:54:42,успешно,нет,0.0
юр. лицо,получение средств,1758.44,безналичный,Минск,БелАгропромбанк-LJSV-862,2023-08-09,10:13:44,успешно,нет,0.0
физ. лицо,списание средств,454.02,наличный,Минск,Приорбанк-KJWX-619,2017-10-01,07:27:01,недостаточно средств,да,43.1
физ. лицо,получение средств,171.44,безналичный,Гомель,БелАгропромбанк-BBXM-182,2019-06-04,20:23:53,успешно,нет,0.0
юр. лицо,получение средств,3798.61,наличный,Минск,Белинвестбанк-OQDI-655,2014-11-09,05:20:30,успешно,нет,0.0
физ. лицо,списание средств,411.46,наличный,Гродно,Белинвестбанк-NRQY-679,2023-01-12,04:06:57,недостаточно средств,да,37.51
юр. лицо,получение средств,3972.76,наличный,Брест,Белинвестбанк-MJGH-792,2019-01-07,19:37:59,успешно,нет,0.0
юр. лицо,списание средств,3984.82,безналичный,Гродно,БелАгропромбанк-LWZV-456,2020-07-07,11:49:14,успешно,нет,0.0
физ. лицо,получение средств,1433.27,наличный,Гродно,МаксБанк-GERU-231,2014-05-11,19:12:24,успешно,нет,0.0
юр. лицо,списание средств,1525.83,наличный,Брест,Белинвестбанк-JERK-647,2014-11-01,12:44:42,недостаточно средств,нет,0.0
физ. лицо,списание средств,2892.12,наличный,Гродно,МаксБанк-IOBN-104,2022-07-05,08:19:04,неправильный ввод пин-кода,да,145.14
юр. лицо,списание средств,4822.66,безналичный,Гродно,Белинвестбанк-DITO-888,2018-06-07,19:25:30,успешно,нет,0.0
физ. лицо,списание средств,2424.04,безналичный,Витебск,БелАгропромбанк-AGUD-194,2022-12-11,04:29:35,недостаточно средств,нет,0.0
юр. лицо,получение средств,1222.16,наличный,Могилев,Приорбанк-BPGE-970,2016-03-07,23:41:58,успешно,нет,0.0
физ. лицо,списание средств,1974.33,безналичный,Витебск,МаксБанк-HTWO-198,2021-05-07,01:15:19,неправильный ввод пин-кода,да,42.67
физ. лицо,списание средств,2667.08,безналичный,Минск,МаксБанк-EPHW-360,2019-08-01,18:16:06,недостаточно средств,нет,0.0
физ. лицо,списание средств,3336.87,безналичный,Витебск,МаксБанк-PIBI-440,2016-09-09,15:40:42,неправильный ввод пин-кода,да,307.7
физ. лицо,списание средств,2160.04,наличный,Могилев,БелАгропромбанк-LEFD-344,2023-11-07,06:21:12,недостаточно средств,нет,0.0
юр. лицо,списание средств,2862.75,наличный,Гродно,Беларусбанк-LOAK-429,2018-06-12,20:54:31,неправильный ввод пин-кода,да,216.29
юр. лицо,списание средств,2487.26,наличный,Могилев,Беларусбанк-KONL-879,2018-06-11,05:01:18,недостаточно средств,да,98.23
физ. лицо,списание средств,2665.36,безналичный,Минск,МаксБанк-ATNY-693,2023-06-01,15:03:40,успешно,нет,0.0
физ. лицо,получение средств,3222.7,безналичный,Гродно,Беларусбанк-QQQW-686,2019-09-06,07:33:53,успешно,нет,0.0
физ. лицо,списание средств,3977.37,наличный,Гомель,Беларусбанк-HMHL-311,2017-11-11,21:40:38,успешно,да,385.19
физ. лицо,списание средств,313.96,безналичный,Могилев,Беларусбанк-UGBF-128,2015-06-05,03:37:31,недостаточно средств,да,8.91
юр. лицо,получение средств,4357.63,безналичный,Брест,Беларусбанк-PKNU-199,2017-06-02,18:42:55,успешно,нет,0.0
юр. лицо,списание средств,4628.15,безналичный,Витебск,Приорбанк-ORMX-602,2024-02-01,20:35:28,неправильный ввод пин-кода,да,121.95
юр. лицо,списание средств,446.75,безналичный,Минск,МаксБанк-YRKH-037,2018-01-10,09:15:22,недостаточно средств,да,41.7
физ. лицо,получение средств,4150.37,наличный,Минск,Белинвестбанк-JXVS-211,2022-06-03,00:56:47,успешно,нет,0.0
физ. лицо,списание средств,205.78,наличный,Гомель,БелАгропромбанк-DVJK-101,2014-04-01,04:39:58,недостаточно средств,да,16.59
юр. лицо,списание средств,2229.95,безналичный,Гродно,Беларусбанк-SKET-662,2019-09-08,09:15:07,недостаточно средств,нет,0.0
физ. лицо,списание средств,2486.34,наличный,Витебск,МаксБанк-DVFB-361,2023-09-11,10:34:21,неправильный ввод пин-кода,да,245.65
юр. лицо,получение средств,3853.64,безналичный,Могилев,Приорбанк-KRPI-297,2015-02-04,21:41:17,успешно,нет,0.0
физ. лицо,списание средств,4776.69,безналичный,Брест,МаксБанк-ROZO-317,2016-03-02,21:11:22,недостаточно средств,нет,0.0
юр. лицо,получение средств,3935.31,безналичный,Могилев,Белинвестбанк-BCRO-953,2015-03-07,02:45:00,успешно,нет,0.0
юр. лицо,получение средств,4096.73,наличный,Брест,МаксБанк-ZUAK-214,2024-09-03,14:02:21,успешно,нет,0.0
юр. лицо,получение средств,2994.92,безналичный,Витебск,МаксБанк-MHGQ-419,2022-03-02,10:16:38,успешно,нет,0.0
физ. лицо,списание средств,1654.24,наличный,Гомель,Белинвестбанк-ETCO-823,2020-02-05,11:07:28,недостаточно средств,нет,0.0
юр. лицо,получение средств,3099.25,безналичный,Брест,БелАгропромбанк-XIXE-357,2017-03-01,15:15:21,успешно,нет,0.0
физ. лицо,списание средств,1609.85,безналичный,Минск,БелАгропромбанк-IWBN-349,2015-12-05,15:44:04,недостаточно средств,да,28.9
физ. лицо,списание средств,1568.41,наличный,Брест,Беларусбанк-XYRX-469,2023-12-11,11:31:25,недостаточно средств,да,27.74
физ. лицо,списание средств,3580.37,безналичный,Витебск,Белинвестбанк-XDMY-612,2022-01-04,17:17:02,успешно,нет,0.0
юр. лицо,списание средств,3201.77,безналичный,Гомель,Беларусбанк-JYQN-792,2018-07-09,07:03:24,недостаточно средств,да,78.8
юр. лицо,списание средств,4817.66,наличный,Витебск,БелАгропромбанк-NBXN-128,2023-08-08,09:00:46,недостаточно средств,да,102.93
юр. лицо,получение средств,4371.87,безналичный,Гродно,Белинвестбанк-EQOF-738,2016-01-09,06:51:46,успешно,нет,0.0
юр. лицо,списание средств,1109.19,безналичный,Брест,Беларусбанк-FFQL-672,2014-11-01,03:24:57,неправильный ввод пин-кода,да,40.24
физ. лицо,списание средств,828.9,безналичный,Брест,Беларусбанк-TLWK-039,2021-10-01,21:37:57,успешно,да,60.13
юр. лицо,получение средств,1530.67,наличный,Могилев,Беларусбанк-KXTK-733,2024-05-11,17:26:52,успешно,нет,0.0
физ. лицо,получение средств,139.23,безналичный,Гомель,МаксБанк-QBZQ-482,2016-03-11,06:41:02,успешно,нет,0.0
юр. лицо,получение средств,1175.42,наличный,Гродно,Белинвестбанк-VLXI-059,2017-01-12,22:49:32,успешно,нет,0.0
юр. лицо,списание средств,4293.74,безналичный,Гомель,Белинвестбанк-MIKP-457,2019-11-09,15:22:13,неправильный ввод пин-кода,да,379.38
физ. лицо,списание средств,581.9,безналичный,Брест,БелАгропромбанк-EBQY-471,2021-08-04,22:21:12,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,2981.11,наличный,Могилев,Беларусбанк-DVYH-287,2017-05-11,04:11:51,успешно,нет,0.0
физ. лицо,получение средств,4368.56,наличный,Гомель,Белинвестбанк-KMJR-477,2018-12-03,14:54:23,успешно,нет,0.0
физ. лицо,получение средств,514.2,наличный,Гродно,МаксБанк-TOXP-178,2021-08-10,07:49:51,успешно,нет,0.0
физ. лицо,получение средств,1845.96,наличный,Витебск,МаксБанк-DCLC-377,2023-01-01,14:22:38,успешно,нет,0.0
физ. лицо,получение средств,2333.03,безналичный,Гродно,Беларусбанк-TUQS-927,2018-01-06,19:52:41,успешно,нет,0.0
физ. лицо,списание средств,4536.69,наличный,Гродно,Белинвестбанк-ILGC-611,2023-12-11,09:57:11,успешно,нет,0.0
физ. лицо,списание средств,2988.16,наличный,Гродно,Белинвестбанк-GAMA-517,2017-02-02,00:56:27,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,2558.1,наличный,Гомель,Приорбанк-CUJP-174,2021-03-10,15:27:09,успешно,нет,0.0
юр. лицо,получение средств,4945.31,безналичный,Гомель,Белинвестбанк-WXYY-318,2024-11-12,19:28:10,успешно,нет,0.0
юр. лицо,списание средств,3610.14,наличный,Минск,Приорбанк-TSHK-718,2022-09-02,01:22:29,недостаточно средств,да,95.6
физ. лицо,списание средств,492.4,наличный,Брест,Белинвестбанк-PGOM-048,2023-07-06,22:55:41,успешно,нет,0.0
юр. лицо,получение средств,3876.98,наличный,Гродно,Беларусбанк-SDLH-421,2022-08-03,13:12:27,успешно,нет,0.0
физ. лицо,получение средств,2328.05,безналичный,Минск,Приорбанк-KRVR-893,2023-02-08,14:01:36,успешно,нет,0.0
физ. лицо,получение средств,2022.0,безналичный,Брест,МаксБанк-OEBC-083,2024-10-06,12:21:56,успешно,нет,0.0
юр. лицо,списание средств,694.9,наличный,Могилев,Беларусбанк-MQGT-573,2024-11-01,19:56:36,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,1948.12,наличный,Гомель,Приорбанк-ISRS-953,2024-04-02,09:24:32,успешно,нет,0.0
юр. лицо,списание средств,1308.74,наличный,Могилев,Приорбанк-ZLFV-172,2016-05-07,21:27:40,недостаточно средств,да,70.57
физ. лицо,списание средств,884.51,безналичный,Могилев,Белинвестбанк-HWZO-451,2024-08-11,00:46:43,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,4499.25,безналичный,Могилев,БелАгропромбанк-GGKN-670,2016-08-11,04:38:39,успешно,нет,0.0
юр. лицо,списание средств,1547.36,наличный,Гомель,МаксБанк-SJOM-248,2021-11-03,00:15:25,успешно,нет,0.0
юр. лицо,списание средств,3114.05,наличный,Гродно,Беларусбанк-NGNN-657,2015-06-02,16:05:07,неправильный ввод пин-кода,да,104.34
физ. лицо,получение средств,2606.32,наличный,Могилев,Беларусбанк-NIUC-404,2016-06-08,02:50:43,успешно,нет,0.0
юр. лицо,получение средств,2767.54,наличный,Могилев,МаксБанк-KTMH-169,2017-07-09,07:44:13,успешно,нет,0.0
физ. лицо,списание средств,86.29,безналичный,Брест,Приорбанк-VNRV-009,2020-07-12,03:02:23,недостаточно средств,нет,0.0
физ. лицо,списание средств,2078.05,безналичный,Витебск,Беларусбанк-PCGJ-219,2022-06-06,09:03:16,успешно,нет,0.0
юр. лицо,получение средств,4731.71,наличный,Минск,БелАгропромбанк-GCAS-126,2016-09-01,08:39:04,успешно,нет,0.0
юр. лицо,списание средств,725.81,наличный,Могилев,БелАгропромбанк-TMID-720,2020-11-05,04:17:50,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4279.66,наличный,Могилев,Приорбанк-BKMY-298,2020-01-04,09:31:05,успешно,да,349.85
физ. лицо,получение средств,3744.58,безналичный,Минск,Белинвестбанк-JKEI-186,2016-04-05,11:22:06,успешно,нет,0.0
физ. лицо,списание средств,4172.95,наличный,Гродно,Беларусбанк-AMIN-401,2015-11-08,05:46:09,недостаточно средств,да,98.24
физ. лицо,списание средств,2616.58,безналичный,Брест,БелАгропромбанк-NEKW-681,2018-12-06,04:29:34,неправильный ввод пин-кода,да,40.84
физ. лицо,списание средств,2203.18,наличный,Минск,Приорбанк-UCBQ-514,2020-08-01,04:27:27,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,2260.28,наличный,Витебск,Беларусбанк-LNXM-536,2019-05-08,23:06:02,успешно,нет,0.0
юр. лицо,списание средств,1004.25,безналичный,Гомель,МаксБанк-XFJM-667,2024-02-11,01:28:13,успешно,да,89.83
юр. лицо,списание средств,2174.0,безналичный,Гродно,Приорбанк-EZPK-913,2023-05-10,15:19:03,недостаточно средств,да,28.73
юр. лицо,списание средств,1484.81,наличный,Гродно,Белинвестбанк-ELQZ-597,2020-12-05,06:17:15,успешно,нет,0.0
физ. лицо,списание средств,4732.71,наличный,Могилев,Беларусбанк-HQCZ-301,2022-04-12,00:50:56,успешно,нет,0.0
юр. лицо,списание средств,2611.77,наличный,Минск,Приорбанк-KSEF-614,2015-12-10,05:23:50,неправильный ввод пин-кода,да,224.98
юр. лицо,списание средств,4870.01,безналичный,Гомель,Беларусбанк-QWUX-549,2022-05-05,12:45:46,успешно,да,367.75
юр. лицо,получение средств,3035.79,безналичный,Минск,Приорбанк-PXBT-713,2017-12-11,05:11:45,успешно,нет,0.0
юр. лицо,списание средств,2488.52,наличный,Витебск,БелАгропромбанк-XDWW-949,2023-09-01,12:38:58,недостаточно средств,нет,0.0
физ. лицо,получение средств,1433.92,наличный,Гомель,Приорбанк-MYNS-748,2021-05-11,04:46:13,успешно,нет,0.0
физ. лицо,списание средств,1455.96,наличный,Витебск,БелАгропромбанк-QFKB-692,2021-05-05,20:28:59,неправильный ввод пин-кода,да,21.89
юр. лицо,списание средств,4108.9,безналичный,Гродно,Беларусбанк-XRUY-109,2023-08-05,04:11:07,недостаточно средств,нет,0.0
юр. лицо,получение средств,1279.87,наличный,Гродно,Приорбанк-UWYD-370,2015-06-07,23:20:53,успешно,нет,0.0
физ. лицо,получение средств,3675.63,наличный,Брест,МаксБанк-HXZS-553,2019-09-01,10:51:54,успешно,нет,0.0
физ. лицо,получение средств,3506.14,безналичный,Брест,Белинвестбанк-KEAY-789,2015-06-06,10:07:24,успешно,нет,0.0
юр. лицо,списание средств,4247.28,наличный,Брест,МаксБанк-EDCG-643,2023-07-08,23:13:51,неправильный ввод пин-кода,да,158.34
юр. лицо,получение средств,2772.66,наличный,Гомель,Белинвестбанк-XOSJ-453,2020-02-05,04:33:17,успешно,нет,0.0
юр. лицо,получение средств,4143.83,наличный,Гомель,Приорбанк-QXBU-546,2015-11-07,09:22:43,успешно,нет,0.0
физ. лицо,списание средств,2960.36,наличный,Могилев,Белинвестбанк-OJTB-429,2016-12-01,09:59:08,неправильный ввод пин-кода,да,210.51
юр. лицо,получение средств,2486.85,безналичный,Могилев,БелАгропромбанк-IPCQ-596,2016-10-01,17:01:14,успешно,нет,0.0
физ. лицо,списание средств,4362.17,безналичный,Витебск,БелАгропромбанк-MJNU-590,2014-08-06,13:57:26,недостаточно средств,да,248.63
юр. лицо,списание средств,3178.46,безналичный,Гродно,Приорбанк-JRHM-073,2023-03-10,07:33:37,недостаточно средств,нет,0.0
физ. лицо,получение средств,1320.32,безналичный,Гомель,Беларусбанк-VRDF-124,2019-02-09,11:56:39,успешно,нет,0.0
физ. лицо,получение средств,811.74,наличный,Гомель,Беларусбанк-EDFZ-443,2018-04-11,04:59:43,успешно,нет,0.0
физ. лицо,получение средств,4117.94,безналичный,Витебск,БелАгропромбанк-BQOW-904,2021-06-04,19:37:32,успешно,нет,0.0
юр. лицо,списание средств,664.46,безналичный,Минск,Белинвестбанк-WAHC-873,2021-05-09,04:16:38,неправильный ввод пин-кода,да,17.25
физ. лицо,получение средств,8.1,наличный,Гродно,Беларусбанк-KFZO-724,2024-05-01,22:53:22,успешно,нет,0.0
физ. лицо,списание средств,2362.39,наличный,Минск,БелАгропромбанк-JJHT-355,2021-01-03,16:00:02,неправильный ввод пин-кода,да,53.94
физ. лицо,получение средств,56.54,наличный,Брест,Беларусбанк-XFDQ-535,2016-03-07,02:56:59,успешно,нет,0.0
юр. лицо,получение средств,2877.65,наличный,Могилев,МаксБанк-QTKQ-969,2021-11-02,07:54:04,успешно,нет,0.0
физ. лицо,списание средств,4973.41,безналичный,Могилев,Беларусбанк-VNTL-111,2022-12-05,12:34:55,неправильный ввод пин-кода,да,226.72
физ. лицо,получение средств,1837.4,безналичный,Могилев,Беларусбанк-URDE-727,2019-07-07,08:48:25,успешно,нет,0.0
