Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
юр. лицо,получение средств,423.56,наличный,Витебск,Беларусбанк-YFZL-701,2001-03-09,15:20:39,успешно,нет,0.0
юр. лицо,списание средств,3188.28,безналичный,Брест,Белинвестбанк-QNFN-496,2008-02-07,17:23:14,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,800.53,наличный,Брест,Приорбанк-QVBD-260,2009-09-05,18:54:41,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,3094.99,безналичный,Брест,МаксБанк-BNBD-927,2004-12-11,18:41:32,успешно,нет,0.0
юр. лицо,получение средств,330.36,наличный,Витебск,Белинвестбанк-NQLK-045,2003-07-02,03:21:33,успешно,нет,0.0
юр. лицо,получение средств,1544.45,безналичный,Брест,МаксБанк-UEZB-225,2006-02-05,09:33:01,успешно,нет,0.0
юр. лицо,получение средств,3760.25,безналичный,Гомель,Беларусбанк-EHXB-900,2013-07-02,03:13:57,успешно,нет,0.0
юр. лицо,получение средств,4433.39,безналичный,Брест,Беларусбанк-YQYL-379,2009-05-08,03:45:48,успешно,нет,0.0
физ. лицо,получение средств,3613.98,безналичный,Минск,Приорбанк-PLPS-668,2008-04-12,02:25:11,успешно,нет,0.0
юр. лицо,списание средств,2483.04,безналичный,Гродно,МаксБанк-JURS-313,2011-02-08,08:31:49,неправильный ввод пин-кода,да,246.0
физ. лицо,получение средств,2222.49,безналичный,Витебск,МаксБанк-GYCQ-380,2008-11-02,21:57:43,успешно,нет,0.0
физ. лицо,получение средств,2912.59,наличный,Минск,Приорбанк-WYLB-048,2002-01-12,17:08:36,успешно,нет,0.0
физ. лицо,получение средств,3096.96,наличный,Брест,МаксБанк-ENQC-113,2012-09-11,18:43:31,успешно,нет,0.0
физ. лицо,получение средств,895.59,безналичный,Витебск,МаксБанк-HQVW-063,2009-01-12,06:20:18,успешно,нет,0.0
физ. лицо,списание средств,2003.83,безналичный,Витебск,Беларусбанк-TVFB-489,2003-04-12,23:44:49,неправильный ввод пин-кода,да,24.01
юр. лицо,получение средств,3141.07,наличный,Минск,БелАгропромбанк-ZSAS-984,2013-03-07,01:10:33,успешно,нет,0.0
физ. лицо,получение средств,4116.29,безналичный,Витебск,БелАгропромбанк-SIZZ-771,2002-10-09,05:59:32,успешно,нет,0.0
физ. лицо,списание средств,1900.31,безналичный,Витебск,Белинвестбанк-SGXZ-971,2008-03-07,12:07:59,недостаточно средств,нет,0.0
юр. лицо,списание средств,1471.86,безналичный,Витебск,Белинвестбанк-JSEO-671,2006-04-07,18:09:07,недостаточно средств,нет,0.0
юр. лицо,списание средств,1609.08,наличный,Гродно,Беларусбанк-TIDU-065,2006-12-08,09:49:28,недостаточно средств,да,122.17
физ. лицо,списание средств,3020.86,наличный,Витебск,Беларусбанк-WIFR-062,2000-12-04,06:19:03,успешно,нет,0.0
физ. лицо,списание средств,4628.89,наличный,Витебск,Беларусбанк-DUAA-148,2003-01-03,04:28:36,успешно,нет,0.0
юр. лицо,получение средств,1652.9,наличный,Гродно,БелАгропромбанк-NGRT-611,2012-07-06,09:22:42,успешно,нет,0.0
юр. лицо,списание средств,4484.61,безналичный,Гродно,Белинвестбанк-ZOVG-870,2013-02-12,06:37:16,успешно,нет,0.0
юр. лицо,получение средств,3924.25,наличный,Гомель,БелАгропромбанк-MMRZ-392,2005-04-10,03:04:54,успешно,нет,0.0
юр. лицо,получение средств,715.81,безналичный,Брест,Беларусбанк-QKML-442,2008-05-11,15:20:02,успешно,нет,0.0
юр. лицо,списание средств,1343.43,наличный,Гродно,МаксБанк-LHYA-282,2010-06-05,07:38:35,успешно,да,26.56
физ. лицо,получение средств,3982.16,наличный,Минск,МаксБанк-KFVF-169,2001-07-05,21:34:56,успешно,нет,0.0
юр. лицо,получение средств,1185.4,безналичный,Брест,МаксБанк-HLKH-888,2002-01-09,18:43:39,успешно,нет,0.0
юр. лицо,списание средств,3026.59,наличный,Могилев,Белинвестбанк-LYDE-097,2000-02-06,18:54:07,недостаточно средств,да,53.85
юр. лицо,получение средств,790.74,безналичный,Могилев,Беларусбанк-PFNV-116,2008-01-08,00:52:05,успешно,нет,0.0
юр. лицо,получение средств,2960.78,наличный,Витебск,Белинвестбанк-NAZK-419,2011-09-01,21:39:54,успешно,нет,0.0
юр. лицо,получение средств,3847.65,безналичный,Могилев,Белинвестбанк-QPAA-164,2011-11-06,22:29:05,успешно,нет,0.0
физ. лицо,получение средств,3152.06,безналичный,Брест,Белинвестбанк-FDIC-129,2010-04-02,10:27:40,успешно,нет,0.0
юр. лицо,получение средств,2130.17,наличный,Гродно,Беларусбанк-UIWY-737,2004-03-06,04:59:17,успешно,нет,0.0
юр. лицо,списание средств,3048.66,безналичный,Минск,МаксБанк-AGTW-819,2008-02-05,15:49:27,недостаточно средств,да,169.72
физ. лицо,получение средств,2892.58,наличный,Брест,Беларусбанк-BWUM-154,2006-06-03,00:44:10,успешно,нет,0.0
юр. лицо,получение средств,3863.34,наличный,Могилев,Беларусбанк-ZSYG-311,2003-01-09,00:26:37,успешно,нет,0.0
юр. лицо,списание средств,435.18,наличный,Гродно,Белинвестбанк-SHKO-044,2001-05-02,11:33:21,успешно,нет,0.0
физ. лицо,получение средств,1803.7,безналичный,Минск,БелАгропромбанк-QZEI-825,2004-10-10,02:48:42,успешно,нет,0.0
юр. лицо,получение средств,256.32,наличный,Брест,Беларусбанк-TUYA-168,2007-02-03,17:03:28,успешно,нет,0.0
физ. лицо,списание средств,2125.41,безналичный,Минск,Белинвестбанк-YUIY-220,2008-02-01,18:06:19,успешно,да,42.31
физ. лицо,получение средств,935.32,наличный,Могилев,Белинвестбанк-VGMH-295,2009-03-12,16:19:15,успешно,нет,0.0
физ. лицо,списание средств,4386.85,наличный,Витебск,БелАгропромбанк-EARG-906,2010-12-11,01:45:14,успешно,нет,0.0
юр. лицо,списание средств,1572.2,безналичный,Гродно,Приорбанк-AYNL-842,2004-10-05,06:42:38,успешно,да,57.31
физ. лицо,списание средств,3638.02,безналичный,Гродно,Белинвестбанк-CEBO-504,2004-01-10,14:57:20,недостаточно средств,да,107.45
физ. лицо,получение средств,495.36,наличный,Минск,Белинвестбанк-PDKP-607,2004-03-05,20:48:00,успешно,нет,0.0
юр. лицо,получение средств,3874.51,безналичный,Могилев,Приорбанк-GKUH-720,2006-02-02,05:19:11,успешно,нет,0.0
физ. лицо,списание средств,4011.41,наличный,Гродно,Белинвестбанк-PABD-778,2001-12-06,16:31:41,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,4014.8,безналичный,Брест,МаксБанк-LAPW-308,2003-03-07,16:57:29,успешно,нет,0.0
юр. лицо,списание средств,3671.41,наличный,Могилев,Белинвестбанк-DOPK-232,2013-11-09,12:09:11,успешно,да,93.08
юр. лицо,списание средств,3856.77,наличный,Брест,Приорбанк-FECG-134,2009-08-08,17:38:13,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2797.55,безналичный,Гродно,Белинвестбанк-WOTJ-241,2006-02-07,12:43:31,успешно,нет,0.0
юр. лицо,получение средств,3541.02,наличный,Брест,Беларусбанк-FBFG-969,2010-07-07,09:17:44,успешно,нет,0.0
физ. лицо,получение средств,1547.71,наличный,Минск,БелАгропромбанк-SQZL-440,2006-07-02,01:10:43,успешно,нет,0.0
юр. лицо,списание средств,2734.34,наличный,Минск,Беларусбанк-DUVL-190,2007-07-03,20:00:32,неправильный ввод пин-кода,да,227.72
юр. лицо,получение средств,2449.15,безналичный,Минск,Беларусбанк-JQUV-240,2011-05-09,03:26:54,успешно,нет,0.0
физ. лицо,получение средств,2958.42,безналичный,Гродно,БелАгропромбанк-RLXR-358,2012-04-06,18:21:14,успешно,нет,0.0
юр. лицо,получение средств,644.2,наличный,Витебск,Белинвестбанк-ISVH-846,2013-05-03,07:59:05,успешно,нет,0.0
юр. лицо,списание средств,454.25,безналичный,Витебск,Белинвестбанк-JHFZ-431,2011-06-01,10:49:01,успешно,да,11.71
физ. лицо,получение средств,27.24,безналичный,Могилев,МаксБанк-KWBX-991,2008-04-08,22:37:49,успешно,нет,0.0
юр. лицо,получение средств,4953.22,безналичный,Гомель,БелАгропромбанк-EPBR-894,2008-09-07,11:45:47,успешно,нет,0.0
физ. лицо,получение средств,333.76,безналичный,Гомель,МаксБанк-JUZH-232,2013-05-08,13:25:21,успешно,нет,0.0
юр. лицо,получение средств,1850.58,наличный,Гомель,Приорбанк-AHZE-501,2012-09-05,03:01:03,успешно,нет,0.0
физ. лицо,списание средств,1711.85,наличный,Минск,Приорбанк-TQYR-904,2001-11-05,19:25:24,неправильный ввод пин-кода,да,90.22
физ. лицо,списание средств,2547.97,безналичный,Брест,МаксБанк-AEAQ-804,2000-01-06,08:15:08,недостаточно средств,да,232.33
физ. лицо,списание средств,2440.81,безналичный,Брест,Белинвестбанк-DVLL-672,2010-01-04,16:11:54,успешно,нет,0.0
юр. лицо,получение средств,1041.42,безналичный,Гомель,Приорбанк-JDCA-981,2002-02-01,06:35:00,успешно,нет,0.0
физ. лицо,получение средств,4009.3,наличный,Гродно,МаксБанк-YQVG-295,2010-06-12,08:38:04,успешно,нет,0.0
физ. лицо,получение средств,2966.66,безналичный,Минск,БелАгропромбанк-WXYI-032,2013-02-02,11:04:41,успешно,нет,0.0
физ. лицо,получение средств,4027.44,наличный,Минск,Белинвестбанк-FFYP-867,2003-07-09,14:19:50,успешно,нет,0.0
физ. лицо,получение средств,839.39,наличный,Могилев,Беларусбанк-NAHX-776,2011-07-12,16:04:00,успешно,нет,0.0
юр. лицо,получение средств,450.81,наличный,Брест,БелАгропромбанк-FAXV-267,2001-01-01,13:01:37,успешно,нет,0.0
физ. лицо,получение средств,4651.33,наличный,Могилев,БелАгропромбанк-ARTN-521,2008-03-03,20:46:22,успешно,нет,0.0
физ. лицо,списание средств,3680.84,наличный,Гомель,Белинвестбанк-FTVP-923,2007-11-07,01:18:20,успешно,да,77.11
юр. лицо,списание средств,3126.96,наличный,Витебск,Белинвестбанк-HHUB-595,2007-03-05,02:41:51,недостаточно средств,да,62.19
физ. лицо,списание средств,3799.1,наличный,Могилев,Приорбанк-DUUX-895,2011-08-03,11:31:54,недостаточно средств,нет,0.0
юр. лицо,получение средств,3862.94,наличный,Брест,Приорбанк-SXKH-324,2003-02-12,11:36:42,успешно,нет,0.0
физ. лицо,получение средств,1367.31,безналичный,Могилев,Беларусбанк-WWQW-744,2001-04-06,19:43:15,успешно,нет,0.0
юр. лицо,списание средств,4964.16,безналичный,Гомель,БелАгропромбанк-OBKV-705,2004-09-10,06:31:07,успешно,да,474.01
юр. лицо,получение средств,1427.71,безналичный,Гродно,МаксБанк-JJNR-992,2010-09-10,18:49:13,успешно,нет,0.0
физ. лицо,списание средств,546.52,наличный,Брест,БелАгропромбанк-MEJL-146,2013-10-05,23:58:15,неправильный ввод пин-кода,да,40.96
юр. лицо,списание средств,2514.6,наличный,Брест,Приорбанк-MFPT-662,2009-11-10,19:15:23,успешно,да,120.56
физ. лицо,получение средств,2317.33,наличный,Гродно,Белинвестбанк-VUHK-014,2007-07-12,03:14:02,успешно,нет,0.0
юр. лицо,получение средств,3767.95,наличный,Брест,МаксБанк-EFRX-716,2012-10-03,01:20:21,успешно,нет,0.0
юр. лицо,получение средств,4870.6,наличный,Гродно,Приорбанк-YZZB-857,2010-06-11,01:03:08,успешно,нет,0.0
физ. лицо,списание средств,168.8,безналичный,Гомель,БелАгропромбанк-QKXR-601,2009-10-03,20:52:23,успешно,да,11.82
юр. лицо,получение средств,902.2,безналичный,Могилев,Беларусбанк-HQJX-419,2002-05-11,23:20:55,успешно,нет,0.0
физ. лицо,получение средств,757.06,наличный,Гродно,Приорбанк-HGAA-237,2005-12-11,12:56:51,успешно,нет,0.0
физ. лицо,получение средств,3208.56,наличный,Минск,МаксБанк-QHGB-360,2004-12-11,03:20:22,успешно,нет,0.0
юр. лицо,списание средств,2005.15,наличный,Витебск,МаксБанк-PWVW-104,2006-05-02,07:58:08,успешно,да,176.71
физ. лицо,списание средств,1473.58,безналичный,Могилев,БелАгропромбанк-ATYN-212,2006-07-12,14:12:12,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,2299.48,безналичный,Гродно,Белинвестбанк-NXDD-028,2004-10-08,04:00:23,успешно,нет,0.0
физ. лицо,получение средств,2397.07,наличный,Брест,МаксБанк-ZBUO-412,2013-05-03,21:08:05,успешно,нет,0.0
физ. лицо,получение средств,3575.27,наличный,Витебск,БелАгропромбанк-IHNB-395,2007-10-04,16:15:04,успешно,нет,0.0
физ. лицо,получение средств,53.31,наличный,Брест,Приорбанк-CCQJ-109,2008-07-11,08:08:14,успешно,нет,0.0
юр. лицо,списание средств,2700.63,безналичный,Минск,БелАгропромбанк-GZEE-297,2007-11-07,02:22:56,успешно,да,72.54
физ. лицо,получение средств,1544.31,безналичный,Витебск,БелАгропромбанк-MAHU-226,2011-09-05,18:05:48,успешно,нет,0.0
физ. лицо,получение средств,1292.32,наличный,Минск,Приорбанк-HPZU-031,2000-09-02,19:40:27,успешно,нет,0.0
физ. лицо,получение средств,2656.77,безналичный,Гомель,Приорбанк-YSEM-460,2006-06-05,12:35:39,успешно,нет,0.0
юр. лицо,списание средств,2432.68,наличный,Гомель,БелАгропромбанк-ZHRI-024,2006-10-08,06:26:02,успешно,да,31.88
юр. лицо,получение средств,3748.83,безналичный,Гомель,Белинвестбанк-ERSP-067,2001-12-06,23:14:45,успешно,нет,0.0
юр. лицо,списание средств,1383.41,безналичный,Минск,Беларусбанк-RWEV-120,2010-08-05,22:07:56,недостаточно средств,нет,0.0
юр. лицо,списание средств,1125.72,безналичный,Брест,МаксБанк-RXXX-634,2006-12-01,16:02:15,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,585.23,безналичный,Витебск,Приорбанк-WSVK-731,2006-12-07,10:48:39,неправильный ввод пин-кода,да,32.91
физ. лицо,списание средств,2369.3,наличный,Гродно,Приорбанк-DWYO-370,2007-01-12,22:32:34,недостаточно средств,нет,0.0
физ. лицо,получение средств,4861.39,безналичный,Брест,Беларусбанк-OJAZ-866,2007-03-11,09:40:58,успешно,нет,0.0
физ. лицо,списание средств,1524.03,наличный,Могилев,МаксБанк-UJTO-377,2001-07-04,04:39:36,недостаточно средств,нет,0.0
физ. лицо,списание средств,4525.72,наличный,Витебск,БелАгропромбанк-TAPJ-546,2000-07-08,10:41:02,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,1072.17,безналичный,Брест,Приорбанк-OUXA-630,2013-03-02,12:14:35,успешно,нет,0.0
физ. лицо,получение средств,2090.73,безналичный,Гродно,Белинвестбанк-PEHW-431,2013-11-08,19:01:55,успешно,нет,0.0
юр. лицо,получение средств,698.13,безналичный,Брест,Белинвестбанк-UXEK-582,2002-06-04,00:33:06,успешно,нет,0.0
физ. лицо,списание средств,186.45,наличный,Минск,Беларусбанк-VHKM-671,2005-01-10,18:10:29,успешно,нет,0.0
юр. лицо,списание средств,184.57,наличный,Могилев,МаксБанк-UVPU-169,2004-04-03,15:36:35,успешно,да,9.0
физ. лицо,получение средств,1453.03,безналичный,Могилев,БелАгропромбанк-IKJI-178,2011-03-01,13:10:21,успешно,нет,0.0
юр. лицо,списание средств,4918.74,наличный,Витебск,Приорбанк-MLEO-638,2006-02-09,15:11:28,недостаточно средств,да,280.82
юр. лицо,получение средств,3656.83,наличный,Могилев,Беларусбанк-DHCL-251,2009-09-02,08:31:41,успешно,нет,0.0
физ. лицо,списание средств,2905.14,безналичный,Минск,Белинвестбанк-YZKO-646,2011-01-09,16:24:42,неправильный ввод пин-кода,да,282.78
юр. лицо,списание средств,3705.49,наличный,Витебск,Беларусбанк-DLTR-174,2012-01-01,23:06:38,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,1524.92,наличный,Могилев,Приорбанк-GYBO-599,2006-06-04,08:54:11,успешно,нет,0.0
юр. лицо,получение средств,483.41,безналичный,Могилев,МаксБанк-IIQA-511,2001-12-03,13:17:53,успешно,нет,0.0
юр. лицо,получение средств,314.18,безналичный,Минск,Белинвестбанк-OLYZ-993,2011-04-11,09:48:09,успешно,нет,0.0
юр. лицо,списание средств,1966.03,безналичный,Витебск,Беларусбанк-VVNO-133,2005-07-09,07:41:30,неправильный ввод пин-кода,да,168.23
юр. лицо,списание средств,2782.86,безналичный,Минск,Приорбанк-TEZT-282,2005-09-04,11:38:19,неправильный ввод пин-кода,да,112.51
юр. лицо,получение средств,1238.84,наличный,Витебск,Белинвестбанк-FPNV-646,2008-07-04,11:05:38,успешно,нет,0.0
юр. лицо,списание средств,2592.94,безналичный,Гродно,БелАгропромбанк-DXKP-208,2005-12-02,16:56:52,недостаточно средств,нет,0.0
юр. лицо,списание средств,4968.56,безналичный,Гродно,БелАгропромбанк-OTMK-374,2004-10-06,21:10:56,успешно,да,383.21
юр. лицо,списание средств,4618.49,безналичный,Гомель,Беларусбанк-MWTI-324,2009-06-12,11:53:03,успешно,да,263.56
физ. лицо,списание средств,3813.51,наличный,Витебск,Белинвестбанк-ZMZJ-286,2006-11-05,18:27:40,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4577.03,безналичный,Минск,Приорбанк-EWRQ-111,2000-03-07,21:10:30,недостаточно средств,нет,0.0
юр. лицо,получение средств,1062.0,наличный,Витебск,БелАгропромбанк-KHDW-334,2003-04-12,02:21:37,успешно,нет,0.0
юр. лицо,получение средств,2340.27,наличный,Могилев,МаксБанк-XUXA-916,2010-12-09,00:41:48,успешно,нет,0.0
юр. лицо,получение средств,3616.46,безналичный,Минск,Белинвестбанк-FUCC-839,2006-02-08,12:40:13,успешно,нет,0.0
физ. лицо,списание средств,963.62,наличный,Гомель,Приорбанк-FKGM-842,2010-04-09,09:33:37,неправильный ввод пин-кода,да,31.53
юр. лицо,получение средств,4677.38,безналичный,Брест,Белинвестбанк-PQRP-858,2009-08-07,19:53:51,успешно,нет,0.0
юр. лицо,получение средств,1218.37,безналичный,Минск,МаксБанк-LFEK-753,2000-02-10,08:12:13,успешно,нет,0.0
юр. лицо,списание средств,4940.3,наличный,Гомель,МаксБанк-FJLG-023,2000-12-11,14:34:49,успешно,нет,0.0
физ. лицо,списание средств,2572.05,безналичный,Гомель,БелАгропромбанк-FRYE-721,2008-06-06,13:45:58,недостаточно средств,да,99.06
юр. лицо,получение средств,3080.83,безналичный,Гродно,Белинвестбанк-YMZN-327,2001-03-08,13:55:09,успешно,нет,0.0
юр. лицо,получение средств,3664.31,наличный,Брест,Приорбанк-ODOY-761,2013-12-06,11:54:11,успешно,нет,0.0
юр. лицо,получение средств,686.98,безналичный,Витебск,Белинвестбанк-YCZE-467,2001-02-12,00:47:46,успешно,нет,0.0
юр. лицо,получение средств,4925.27,наличный,Гомель,БелАгропромбанк-NFCE-061,2010-11-05,05:26:26,успешно,нет,0.0
юр. лицо,списание средств,626.26,наличный,Брест,МаксБанк-DLKC-594,2002-07-02,02:41:11,успешно,нет,0.0
физ. лицо,получение средств,1832.75,безналичный,Гродно,БелАгропромбанк-ASUY-621,2005-01-05,20:35:46,успешно,нет,0.0
юр. лицо,получение средств,2208.7,наличный,Минск,Приорбанк-NLMU-398,2012-02-02,16:19:09,успешно,нет,0.0
юр. лицо,списание средств,173.44,наличный,Могилев,Приорбанк-QHRQ-927,2000-01-06,04:08:38,успешно,да,7.76
юр. лицо,списание средств,3278.99,наличный,Гомель,Приорбанк-MLXN-356,2010-08-06,04:44:56,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,421.98,наличный,Витебск,Белинвестбанк-GAJH-560,2004-08-08,12:07:23,успешно,нет,0.0
физ. лицо,списание средств,3222.91,безналичный,Витебск,Беларусбанк-RRZR-418,2000-04-01,05:12:47,успешно,да,222.03
юр. лицо,списание средств,1562.09,наличный,Витебск,Приорбанк-WEZW-709,2005-11-04,23:46:29,недостаточно средств,да,79.74
физ. лицо,списание средств,687.69,наличный,Брест,Белинвестбанк-BHOB-281,2010-04-08,14:34:40,недостаточно средств,нет,0.0
юр. лицо,получение средств,1470.79,наличный,Витебск,Беларусбанк-FXLI-480,2003-03-06,15:41:53,успешно,нет,0.0
физ. лицо,получение средств,4543.86,безналичный,Брест,БелАгропромбанк-TKHM-552,2007-05-06,10:46:55,успешно,нет,0.0
физ. лицо,списание средств,4854.41,наличный,Гомель,Белинвестбанк-NRGB-667,2007-10-10,19:04:24,успешно,нет,0.0
физ. лицо,получение средств,3211.66,наличный,Гомель,Беларусбанк-YPRG-460,2013-11-04,23:39:50,успешно,нет,0.0
физ. лицо,получение средств,2218.96,наличный,Витебск,БелАгропромбанк-YGKZ-205,2004-12-08,09:00:43,успешно,нет,0.0
юр. лицо,получение средств,1819.65,наличный,Брест,Белинвестбанк-PVNL-969,2011-06-04,20:01:49,успешно,нет,0.0
физ. лицо,списание средств,1589.85,наличный,Минск,Беларусбанк-QXBV-423,2009-03-02,08:40:42,успешно,нет,0.0
юр. лицо,списание средств,1418.99,наличный,Гродно,Приорбанк-GLQF-755,2013-12-07,08:55:05,неправильный ввод пин-кода,да,27.03
юр. лицо,получение средств,3035.02,безналичный,Минск,БелАгропромбанк-KKSD-052,2011-07-09,18:14:23,успешно,нет,0.0
физ. лицо,получение средств,4822.6,безналичный,Могилев,Беларусбанк-OHIQ-047,2005-04-06,13:24:32,успешно,нет,0.0
юр. лицо,списание средств,2338.99,наличный,Могилев,Приорбанк-LEDR-751,2002-08-10,08:24:20,недостаточно средств,да,223.28
юр. лицо,списание средств,4622.07,наличный,Витебск,БелАгропромбанк-NXDD-403,2000-01-11,23:57:45,неправильный ввод пин-кода,да,108.47
физ. лицо,списание средств,3660.53,наличный,Могилев,БелАгропромбанк-LWTX-892,2012-10-04,19:40:52,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,1876.77,наличный,Могилев,МаксБанк-HKTO-447,2000-12-04,18:25:24,успешно,нет,0.0
юр. лицо,получение средств,1033.83,безналичный,Гомель,Беларусбанк-JHYI-991,2003-01-06,21:49:16,успешно,нет,0.0
юр. лицо,получение средств,4409.37,наличный,Гродно,МаксБанк-VHEW-437,2012-06-02,21:43:57,успешно,нет,0.0
юр. лицо,получение средств,2983.39,наличный,Минск,Белинвестбанк-GEFC-180,2009-05-08,01:02:56,успешно,нет,0.0
юр. лицо,получение средств,1580.1,безналичный,Витебск,Приорбанк-KXXM-925,2012-12-09,05:41:39,успешно,нет,0.0
физ. лицо,получение средств,4056.7,наличный,Витебск,БелАгропромбанк-BLLZ-434,2000-11-11,02:12:35,успешно,нет,0.0
физ. лицо,списание средств,495.02,наличный,Гомель,МаксБанк-HYRF-759,2012-12-11,15:19:24,недостаточно средств,нет,0.0
физ. лицо,списание средств,2871.33,безналичный,Витебск,БелАгропромбанк-WDAI-965,2005-01-10,15:38:39,недостаточно средств,нет,0.0
физ. лицо,списание средств,1116.58,наличный,Минск,Беларусбанк-CQCT-021,2009-06-10,01:49:51,успешно,нет,0.0
юр. лицо,получение средств,2714.73,наличный,Минск,БелАгропромбанк-JSCY-813,2004-10-06,16:05:09,успешно,нет,0.0
физ. лицо,получение средств,1275.28,наличный,Брест,Белинвестбанк-EVYE-866,2005-02-02,11:43:58,успешно,нет,0.0
физ. лицо,списание средств,3559.75,наличный,Могилев,МаксБанк-SUNH-810,2000-11-03,05:21:48,успешно,нет,0.0
физ. лицо,получение средств,3310.42,безналичный,Могилев,Беларусбанк-YDOC-178,2010-04-02,07:26:21,успешно,нет,0.0
юр. лицо,списание средств,3921.72,безналичный,Брест,МаксБанк-ZIXF-233,2013-04-12,06:13:06,недостаточно средств,да,106.23
юр. лицо,получение средств,4472.59,безналичный,Гродно,БелАгропромбанк-OOKD-725,2003-08-08,14:39:30,успешно,нет,0.0
юр. лицо,получение средств,2328.58,наличный,Брест,Беларусбанк-YLWV-491,2011-01-10,23:36:15,успешно,нет,0.0
физ. лицо,списание средств,2243.99,безналичный,Гродно,БелАгропромбанк-ECPD-350,2009-02-04,08:44:53,недостаточно средств,нет,0.0
физ. лицо,получение средств,4852.35,безналичный,Могилев,Беларусбанк-WZML-362,2002-09-06,08:31:39,успешно,нет,0.0
физ. лицо,получение средств,4093.36,наличный,Гомель,Приорбанк-OGEP-493,2004-04-11,05:53:36,успешно,нет,0.0
физ. лицо,получение средств,4830.74,наличный,Минск,Белинвестбанк-RPWY-949,2007-02-04,02:43:00,успешно,нет,0.0
юр. лицо,получение средств,2323.63,наличный,Минск,Белинвестбанк-LEXH-323,2001-01-03,12:24:12,успешно,нет,0.0
физ. лицо,получение средств,3891.68,безналичный,Гомель,Белинвестбанк-YYUK-249,2009-07-08,21:07:16,успешно,нет,0.0
физ. лицо,списание средств,4578.24,наличный,Гродно,МаксБанк-VCUN-071,2010-08-04,04:06:37,недостаточно средств,нет,0.0
физ. лицо,списание средств,4727.13,безналичный,Минск,МаксБанк-TVJE-249,2011-11-11,07:10:50,неправильный ввод пин-кода,да,87.99
юр. лицо,получение средств,740.73,безналичный,Могилев,Белинвестбанк-AASO-671,2002-01-08,10:15:49,успешно,нет,0.0
физ. лицо,списание средств,2950.11,безналичный,Могилев,МаксБанк-IBJA-630,2001-02-02,18:24:35,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1712.56,наличный,Витебск,Белинвестбанк-RCYR-757,2007-01-01,12:55:16,успешно,да,104.61
юр. лицо,получение средств,841.04,безналичный,Могилев,Приорбанк-STFP-962,2006-09-03,03:46:00,успешно,нет,0.0
юр. лицо,списание средств,2261.38,наличный,Гомель,МаксБанк-NHVW-128,2013-04-02,06:39:09,недостаточно средств,нет,0.0
физ. лицо,списание средств,900.25,наличный,Витебск,МаксБанк-VJTA-508,2001-11-03,23:31:39,успешно,нет,0.0
физ. лицо,получение средств,4966.29,безналичный,Гродно,Белинвестбанк-YPDF-250,2007-05-08,08:24:31,успешно,нет,0.0
юр. лицо,получение средств,3450.67,безналичный,Витебск,БелАгропромбанк-FJBZ-453,2001-12-08,00:47:22,успешно,нет,0.0
юр. лицо,списание средств,146.49,безналичный,Гомель,МаксБанк-QSDO-251,2003-01-04,20:22:06,успешно,нет,0.0
юр. лицо,получение средств,1246.37,безналичный,Минск,Белинвестбанк-QMWU-183,2007-08-01,21:16:50,успешно,нет,0.0
юр. лицо,списание средств,937.25,наличный,Гродно,Беларусбанк-YKOD-505,2000-11-05,03:18:40,успешно,да,73.75
юр. лицо,списание средств,1657.36,безналичный,Минск,БелАгропромбанк-TKRN-096,2000-11-04,18:32:26,недостаточно средств,да,66.1
юр. лицо,получение средств,500.65,наличный,Витебск,БелАгропромбанк-SPGP-527,2005-07-06,09:29:38,успешно,нет,0.0
физ. лицо,списание средств,277.85,безналичный,Могилев,Беларусбанк-RGFI-156,2000-06-01,09:14:14,неправильный ввод пин-кода,да,23.97
физ. лицо,списание средств,1715.36,наличный,Гомель,Беларусбанк-OGUU-602,2001-06-12,12:38:09,успешно,нет,0.0
юр. лицо,списание средств,4613.32,безналичный,Минск,Приорбанк-PCEC-678,2007-09-05,22:38:59,успешно,нет,0.0
физ. лицо,списание средств,4329.0,наличный,Гродно,Беларусбанк-IULC-630,2012-12-11,14:02:54,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,4280.66,наличный,Брест,БелАгропромбанк-GCXI-301,2008-10-12,18:39:27,успешно,нет,0.0
юр. лицо,получение средств,3254.7,безналичный,Могилев,Беларусбанк-KODX-453,2010-02-07,08:57:35,успешно,нет,0.0
юр. лицо,списание средств,3814.11,безналичный,Гродно,БелАгропромбанк-TDSU-312,2007-10-04,10:04:02,успешно,нет,0.0
